ala_search_term,common_name,assess,vic_taxon_id,taxon_concept_id,delwp_taxon,delwp_common_name,taxon_level,sort,split,category,group,nc_raw_ala,Ne_adjust,DBSCAN_MinPts,n_raw_vic,pc_raw_vic,n_filtered,pc_recs_filt,n_filt_vic,pc_filt_vic,n_states,n_ibra7,n_nrm2017,n_subsp,n_sci_nm,cons_status,total_aust_popn_size,australia_distrib,popn_separation,vic_popn_trend,dispersal_capacity,dispersing_sex,fire_survival,fire_rating,male_disp,fem_disp,epsilon, vic_popn_size ,disperse_model,resist_model_type,guild,sub_guild,dispersal_conf,dispersal_method,reproduce_mode,ave_gen_time,gen_time_group,hybrid_risk,r_or_k_strat,mtdna,micro_sats,snps,genetic_misc,allozyme,any_genetic_data,Gen_data_main,WoS_hits_July19,popn_structure,inbreed_evidence,genetic_diversity,reduced_ne,data_quality_issues,genetic_data_utility,locally_adapted,rescue_potential,re_establish_potential,future_impacts,provenance_potential,diversity_potential,outbreed_risk,gen_data_priority,case_study,alt_latin_names,victorian_sub-species,other_alt_common,delwp_alt_common,attrib_data,assessed_1,maturity,longevity,fire,soil_seed,pollen_disp,w_logged,Woody,seeds_disp,useful_gen_data,vic_presence,vic_adv_status,epbc,ffg_act,class,superorder,order,family
Spergularia tasmanica,Native Sea-spurrey,ALA,504666,https://id.biodiversity.org.au/node/apni/2886331,Spergularia tasmanica,Native Sea-spurrey,Base,3555,OFam2,Plants,Other family,782,0.1,3,236,30.2%,421,53.8%,146,34.68%,5,22,23,0,1,ncs,,,,,,,Fire_NK,5,6.3,6.3,6.3,3850,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Spergularia sp. 1, Spergularia sp. B, Spergularia tasmanica",,,,Data,No,Mat<1,Long1-10,Fire_NK,Seed>2,Poll_Apis,WL > 6,No,Wind,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Sphaerolobium acanthos,Grampians Globe-pea,ALA,503220,https://id.biodiversity.org.au/node/apni/2897255,Sphaerolobium acanthos,Grampians Globe-pea,Base,3556,Fabs,Plants,Legume,60,0.1,3,54,90.0%,25,41.7%,25,100.00%,1,1,2,0,1,v,,,,,,,Fire_NK,5,6.3,0.4,6.3,762,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Sphaerolobium acanthos, Sphaerolobium daviesioides, Sphaerolobium sp. (Grampians)",,,"Grampians Globe-pea, Prickly Globe-pea",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,Yes,Passive,,endemic,Rare,CR,Listed,Magnoliopsida,Rosanae,Fabales,Fabaceae
Sphaerolobium minus,Globe-pea,ALA,504725,https://id.biodiversity.org.au/node/apni/2912771,Sphaerolobium minus,Eastern Globe-pea,Base,3557,Fabs,Plants,Legume,1492,0.1,3,491,32.9%,860,57.6%,292,33.95%,6,22,24,0,1,ncs,,,,,,,Fire_NK,5,6.3,0.4,6.3,7875,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,"Eastern Globe-pea, Globe-pea",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,Yes,Passive,,present,,,,Magnoliopsida,Rosanae,Fabales,Fabaceae
Sphaerolobium vimineum,Leafless Globe-pea,ALA,503221,https://id.biodiversity.org.au/node/apni/2908591,Sphaerolobium vimineum s.l.,Leafless Globe-pea,Base,3558,Fabs,Plants,Legume,1966,0.1,3,986,50.2%,1328,67.5%,817,61.52%,7,22,26,0,1,ncs,,,,,,,Fire_NK,5,6.3,0.4,6.3,14784,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Sphaerolobium vimineum, Sphaerolobium vimineum s.l.",,,,Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,Yes,Passive,,present,,,,Magnoliopsida,Rosanae,Fabales,Fabaceae
Sphaeromorphaea littoralis,Spreading Nut-heads,ALA,501171,https://id.biodiversity.org.au/node/apni/7069871,Sphaeromorphaea littoralis,Spreading Nut-heads,Base,3559,Daisy,Plants,Daisies,2712,0.1,3,385,14.2%,2095,77.2%,228,10.88%,6,52,37,0,1,ncs,,,,,,,Fire_K,3,6.3,15.8,15.8,7717,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Sphaeromorphaea littoralis, Artemisia littoralis, Sphaeromorphaea russelliana, Epaltes australis, Epaltes australis, Sphaeromorphaea australis, Centipeda russelliana",,,,Data,No,Mat<1,Long1-10,Fire_K,Seed>2,Poll_Apis,WL > 6,No,Bird_ext,,present,,,,Magnoliopsida,Asteranae,Asterales,Asteraceae
Spinifex sericeus,Hairy Spinifex,ALA,503222,https://id.biodiversity.org.au/node/apni/2903600,Spinifex sericeus,Hairy Spinifex,Base,3560,Grass,Plants,Grasses,2474,0.1,3,473,19.1%,1252,50.6%,265,21.17%,7,27,32,0,1,ncs,,,,,,,Fire_NK,5,10,6.3,10.0,8623,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Spinifex hirsutus, Spinifex sericeus",,,"Spiny Rolling-grass, Beach Spinifex, Spiny Rolling Grass, Roly-poly, Rolling Spinifex, Hairy Spinifex, Silver Grass, Coastal Spinifex",Data,No,Mat1-5,Long>500,Fire_NK,Seed>2,Poll_abiotic,not,No,Wind,,present,,,,Magnoliopsida,Lilianae,Poales,Poaceae
Spiranthes australis,Austral Ladies' Tresses,ALA,503223,ALA_Spiranthes_australis_sensu_Hook_f,Spiranthes australis s.l.,Austral Ladies' Tresses,Base,3561,Orchid,Plants,Orchids,1609,0.1,3,383,23.8%,1080,67.1%,271,25.09%,6,25,27,0,1,ncs,,,,,,,Fire_NK,5,4,6.3,6.3,6588,Distance,Generic,No guild,,,,,,,,,,,,,,No,,2,,,,,,,,,,,,,,,,"Spiranthes australis, Neottia sinensis, Spiranthes sinensis ssp. australis, Spiranthes sinensis subsp. australis, Spiranthes sinensis",,,"Austral Lady's Tresses, Austral Ladies' Tresses, Austral Ladies Tresses, Ladies Tresses",Data,No,Mat1-5,Long10-50,Fire_NK,Seed<2,Poll_invert,WL > 6,No,Wind,sister,present,,,,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Sporadanthus tasmanicus,Branching Scale-rush,ALA,501969,https://id.biodiversity.org.au/node/apni/2901309,Sporadanthus tasmanicus,Branching Scale-rush,Base,3562,OFam4,Plants,Other family,946,0.1,3,132,14.0%,694,73.4%,86,12.39%,2,12,5,0,1,r,,,,,,,Fire_NK,5,10,1.58,10.0,2662,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Lepyrodia tasmanica, Sporadanthus tasmanicus",,,,Data,No,Mat1-5,Long>500,Fire_NK,Seed>2,Poll_abiotic,WL > 6,No,insect,,present,Rare,,,Magnoliopsida,Lilianae,Poales,Restionaceae
Sporobolus caroli,Yakka Grass,ALA,503227,https://id.biodiversity.org.au/node/apni/2899024,Sporobolus caroli,Yakka Grass,Base,3563,Grass,Plants,Grasses,4891,0.1,3,73,1.5%,3064,62.6%,64,2.09%,6,44,31,0,1,r,,,,,,,Fire_NK,5,10,6.3,10.0,5840,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,"Small Pepper-grass, Yakka Grass, Fairy Grass",Data,No,Mat<1,Long10-50,Fire_NK,Seed>2,Poll_abiotic,WL 1-6,No,Wind,,present,Rare,,,Magnoliopsida,Lilianae,Poales,Poaceae
Sporobolus creber,Western Rat-tail Grass,ALA,503228,https://id.biodiversity.org.au/node/apni/2910977,Sporobolus creber,Western Rat-tail Grass,Base,3564,Grass,Plants,Grasses,6549,0.1,3,34,0.5%,5507,84.1%,26,0.47%,5,22,27,0,1,v,"> 10,000",Minor in Vic,Recent,down,Modest,,Fire_NK,5,10,6.3,10.0,6991,Distance,Species,No guild,,,Airborne,Uncertain,6 - 10 yr,mid,,r,No,No,No,RAPDs,No,Yes,Phylogeny,1,,,,,,,Possible,Uncertain,Uncertain,Habitat loss,Yes,Yes,Not Expected,Secondary,,,Sporobolus indicus var. creber,,,Data,Yes,Mat5-20,Long10-50,Fire_NK,Seed>2,Poll_abiotic,WL < 1,No,Mam_ext,phylo,present,VU,,,Magnoliopsida,Lilianae,Poales,Poaceae
Sporobolus mitchellii,Rat-tail Couch,ALA,503229,https://id.biodiversity.org.au/node/apni/2910337,Sporobolus mitchellii,Rat-tail Couch,Base,3565,Grass,Plants,Grasses,4486,0.1,3,840,18.7%,2616,58.3%,352,13.46%,6,36,28,0,1,ncs,,,,,,,Fire_NK,5,10,15.8,15.8,15406,Distance,Generic,No guild,,,,,,,,,,,,,,No,,1,,,,,,,,,,,,,,,,"Sporobolus mitchellii, Vilfia mitchellii",,,"Rat-tail Couch, Creeping Sporobolus, Short Rat-tail Grass, River Couch, Swamp Rat-tail Grass",Data,No,Mat5-20,Long>500,Fire_NK,Seed>2,Poll_abiotic,WL > 6,No,Bird_ext,reveg,present,,,,Magnoliopsida,Lilianae,Poales,Poaceae
Sporobolus virginicus,Salt Couch,ALA,503230,https://id.biodiversity.org.au/node/apni/2920067,Sporobolus virginicus,Salt Couch,Base,3566,Grass,Plants,Grasses,5915,0.1,3,532,9.0%,4031,68.1%,353,8.76%,8,62,47,0,1,ncs,"> 10,000",Widespread,Historical,okay,High +,,Fire_NK,5,10,15.8,15.8,12831,Distance,Generic,No guild,,,Birds,Sexual,Perennial,mid,,r,No,Yes,No,Genomic,No,Yes,Biology,9,,,,,,,Yes,Redundant,Low,Not expected,Yes,No,Not Expected,Low,,"Agrostis virginica, Sporobolus virginicus",,,"Salt Couch, Mud Couch",Data,Yes,Mat5-20,Long>500,Fire_NK,Seed>2,Poll_abiotic,WL > 6,No,Bird_ext,markers,present,,,,Magnoliopsida,Lilianae,Poales,Poaceae
Sprengelia incarnata,Pink Swamp-heath,ALA,503231,https://id.biodiversity.org.au/node/apni/2887236,Sprengelia incarnata,Pink Swamp-heath,Base,3567,Heath,Plants,Heaths,5416,0.1,3,1091,20.1%,3235,59.7%,795,24.58%,6,22,20,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,19599,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL > 6,Yes,insect,,present,,,,Magnoliopsida,Asteranae,Ericales,Ericaceae
Spyridium cinereum,Tiny Spyridium,ALA,503233,https://id.biodiversity.org.au/node/apni/2899227,Spyridium cinereum,Tiny Spyridium,Base,3568,Rhamna,Plants,Rhamnas,180,0.1,3,150,83.3%,98,54.4%,80,81.63%,2,4,4,0,1,v,,,,,,,Fire_K,3,6.3,1.58,6.3,2130,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,WL 1-6,Yes,insect,,present,VU,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium daltonii,Grampians Spyridium,ALA,503464,https://id.biodiversity.org.au/node/apni/2910978,Spyridium daltonii,Grampians Spyridium,Base,3569,Rhamna,Plants,Rhamnas,153,0.1,3,134,87.6%,74,48.4%,73,98.65%,1,2,2,0,1,r,,,,,,,Fire_K,3,6.3,1.58,6.3,1895,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Cryptandra daltonii, Spyridium daltonii, Trymalium daltonii",,,"Grampians Spyridium, Narrow-leaf Trymalium",Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,,present,Rare,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium eriocephalum,Heath Spyridium,ALA,503234,https://id.biodiversity.org.au/node/apni/2887390,Spyridium eriocephalum var. eriocephalum,Heath Spyridium,Base,3570,Rhamna,Plants,Rhamnas,1752,0.1,3,378,21.6%,1402,80.0%,296,21.11%,4,13,18,2,3,ncs,,,,,,,Fire_K,3,6.3,1.58,6.3,6666,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Spyridium eriocephalum, Spyridium eriocephalum var. eriocephalum",,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,,present,,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium furculentum,Forked Spyridium,ALA,503232,https://id.biodiversity.org.au/node/apni/2920269,Spyridium furculentum,Forked Spyridium,Base,3571,Rhamna,Plants,Rhamnas,55,0.1,3,51,92.7%,34,61.8%,33,97.06%,2,2,2,0,1,e,,,,,,,Fire_K,3,6.3,1.58,6.3,718,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Spyridium bifidum, Spyridium furculentum, Spyridium sp. nov. (Little Desert), Spyridium limitaneum ms., Spyridium sp. 1, Spyridium bifidum, Spyridium sp. Little Desert (N.G.Walsh 4767)",,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,,present,EN,EN,Listed,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium nitidum,Shining Spyridium,ALA,503236,https://id.biodiversity.org.au/node/apni/2888755,Spyridium nitidum,Shining Spyridium,Base,3572,Rhamna,Plants,Rhamnas,323,0.1,3,15,4.6%,206,63.8%,10,4.85%,2,4,6,0,1,e,,,,,,,Fire_K,3,6.3,1.58,6.3,518,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Spyridium spathulatum, Spyridium nitidum, Spyridium spathulatum var. microphyllum",,,"Spoon-leaf Spyridium, Shining Spyridium",Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,,present,EN,,Listed,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium parvifolium,Dusty Miller,ALA,503235,https://id.biodiversity.org.au/node/apni/2897750,Spyridium parvifolium,Dusty Miller,Base,3573,Rhamna,Plants,Rhamnas,5995,0.1,3,3954,66.0%,4606,76.8%,3065,66.54%,5,19,24,0,1,ncs,,,,,,,Fire_K,3,6.3,1.58,6.3,57397,Distance,Generic,No guild,,,,,,,,,,,,,,No,,1,,,,,,,,,,,,,,,,,,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,chloro,present,,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium subochreatum,Velvet Spyridium,ALA,503237,https://id.biodiversity.org.au/node/apni/2895565,Spyridium subochreatum var. subochreatum,Velvet Spyridium,Base,3574,Rhamna,Plants,Rhamnas,1469,0.1,3,513,34.9%,1089,74.1%,390,35.81%,3,8,9,0,1,ncs,,,,,,,Fire_K,3,6.3,1.58,6.3,8138,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Spyridium subochreatum, Spyridium subochreatum var. subochreatum",,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,,present,,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Spyridium vexilliferum,Winged Spyridium,ALA,503239,https://id.biodiversity.org.au/node/apni/2902112,Spyridium vexilliferum,Winged Spyridium,Base,3575,Rhamna,Plants,Rhamnas,1967,0.1,3,528,26.8%,1386,70.5%,349,25.18%,3,16,14,2,3,k,"> 10,000",Vic + 1 state,Both,okay,Very Low,,Fire_K,3,6.3,1.58,6.3,8831,Distance,Generic,No guild,,,Insects,Sexual,Perennial,mid,,r,No,No,No,None,No,No,,0,,,,,,,Possible,Uncertain,Medium,Multiple,No,Uncertain,Low,Primary,,"Spyridium vexilliferum, Spyridium vexilliferum var. vexilliferum","latifolium, vexilliferum",,"Winged Spyridium, Helicopter Bush",Data,Yes,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_Apis,WL < 1,Yes,insect,,present,,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
Stackhousia aspericocca,Rough-nut Stackhousia,ALA,503241,https://id.biodiversity.org.au/node/apni/2906019,Stackhousia aspericocca,Rough-nut Stackhousia,Base,3576,OFam2,Plants,Other family,1442,0.1,3,113,7.8%,1248,86.5%,89,7.13%,2,8,10,2,3,ncs,,,,,,,Fire_K,3,6.3,1.58,6.3,2911,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stackhousia muelleri, Stackhousia monogyna var. muelleri, Stackhousia aspericocca",,,"Rough-nut Stackhousia, Rough Candles",Data,No,Mat1-5,Long1-10,Fire_K,Seed>2,Poll_Apis,not,No,insect,,present,All.taxa,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stackhousia monogyna,Creamy Candles,ALA,503244,https://id.biodiversity.org.au/node/apni/2912060,Stackhousia monogyna s.l.,Creamy Stackhousia,Base,3577,OFam2,Plants,Other family,11390,0.1,3,4771,41.9%,9814,86.2%,4275,43.56%,7,45,44,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,73413,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stackhousia linariifolia, Stackhousia monogyna",,,"Creamy Stackhousia, Native Mignonette, Candles, Creamy Candles",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,No,insect,,present,,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stackhousia nuda,Wiry Stackhousia,ALA,503243,https://id.biodiversity.org.au/node/apni/2907880,Stackhousia nuda,Wiry Stackhousia,Base,3578,OFam2,Plants,Other family,559,0.1,3,88,15.7%,357,63.9%,64,17.93%,4,5,9,0,1,r,,,,,,,Fire_NK,5,6.3,1.58,6.3,1703,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stackhousia intermedia, Stackhousia nuda",,,"Wiry Candles, Wiry Stackhousia",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL > 6,No,insect,,present,Rare,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stackhousia pulvinaris,Alpine Stackhousia,ALA,503245,https://id.biodiversity.org.au/node/apni/8447310,Stackhousia pulvinaris,Alpine Stackhousia,Base,3579,OFam2,Plants,Other family,663,0.1,3,134,20.2%,577,87.0%,114,19.76%,3,4,8,0,1,r,,,,,,,Fire_NK,5,6.3,1.58,6.3,2405,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,"Alpine Candles, Alpine Stackhousia",Data,No,Mat1-5,Long50-500,Fire_NK,Seed>2,Poll_Apis,WL 1-6,No,insect,,present,Rare,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stackhousia spathulata,Coast Stackhousia,ALA,503246,https://id.biodiversity.org.au/node/apni/2899570,Stackhousia spathulata,Coast Stackhousia,Base,3580,OFam2,Plants,Other family,651,0.1,3,152,23.3%,449,69.0%,108,24.05%,6,20,24,0,1,k,,,,,,,Fire_K,3,6.3,1.58,6.3,2627,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,"Coast Candles, Beach Stackhousia, Coast Stackhousia",Data,No,Mat1-5,Long10-50,Fire_K,Seed>2,Poll_Apis,not,No,insect,,present,Poor,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stackhousia subterranea,Plains Stackhousia,ALA,504721,https://id.biodiversity.org.au/node/apni/2899907,Stackhousia subterranea,Plains Stackhousia,Base,3581,OFam2,Plants,Other family,747,0.1,3,287,38.4%,572,76.6%,255,44.58%,3,13,17,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,4478,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stackhousia aff monogyna (Western Plains), Stackhousia sp. 1, Stackhousia gunnii, Stackhousia subterranea",,,"Plains Stackhousia, Grassland Candles",Data,No,Mat1-5,Long>500,Fire_NK,Seed>2,Poll_Apis,not,No,insect,,present,,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stackhousia viminea,Yellow Stackhousia,ALA,503247,https://id.biodiversity.org.au/node/apni/2895568,Stackhousia viminea,Slender Stackhousia,Base,3582,OFam2,Plants,Other family,3526,0.1,3,348,9.9%,3121,88.5%,303,9.71%,8,41,42,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,8050,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stackhousia flava, Stackhousia viminea",,,"Slender Stackhousia, Yellow Candles, Slender Candles",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,No,insect,,present,,,,Magnoliopsida,Rosanae,Celastrales,Celastraceae
Stellaria angustifolia,Swamp Starwort,ALA,503254,https://id.biodiversity.org.au/node/apni/6801892,Stellaria angustifolia subsp. angustifolia,Swamp Starwort,Base,3583,OFam2,Plants,Other family,6041,0.1,3,3667,60.7%,2359,39.1%,765,32.43%,6,30,37,3,4,ncs,,,,,,,Fire_NK,5,6.3,6.3,6.3,53712,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stellaria glauca, Stellaria palustris, Stellaria angustifolia, Stellaria angustifolia subsp. angustifolia, Stellaria angustifolia ssp. angustifolia",,,,Data,No,Mat<1,Long>500,Fire_NK,Seed>2,Poll_Apis,not,No,Mam_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Stellaria filiformis,Thread Starwort,ALA,503249,https://id.biodiversity.org.au/node/apni/2903544,Stellaria filiformis s.l.,Thread Starwort,Base,3584,OFam2,Plants,Other family,283,0.1,3,69,24.4%,214,75.6%,49,22.90%,5,18,18,0,1,ncs,,,,,,,Fire_K,3,10,6.3,10.0,1180,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stellaria filiformis, Drymaria filiformis, Stellaria filiformis s.l.",,,,Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_abiotic,WL 1-6,No,Mam_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Stellaria flaccida,Forest Starwort,ALA,503250,https://id.biodiversity.org.au/node/apni/2896590,Stellaria flaccida,Forest Starwort,Base,3585,OFam2,Plants,Other family,8086,0.1,3,4620,57.1%,7074,87.5%,4004,56.60%,6,23,25,0,1,ncs,"> 10,000",Widespread,Both,unsure,Modest,,Fire_K,3,6.3,6.3,6.3,68146,Distance,Generic,No guild,,,Specific,Sexual,Annual,brief,,r,No,No,No,None,No,No,,0,,,,,,,Possible,Uncertain,Low,Aridity,Uncertain,Uncertain,Not Expected,Medium,,"Stellaria flaccida, Stellaria media var. flaccida",,,,Data,Yes,Mat<1,Long10-50,Fire_K,Seed>2,Poll_Apis,WL > 6,No,Mam_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Stellaria multiflora,Rayless Starwort,ALA,503252,https://id.biodiversity.org.au/node/apni/2913720,Stellaria multiflora,Rayless Starwort,Base,3586,OFam2,Plants,Other family,757,0.1,3,290,38.3%,609,80.4%,249,40.89%,7,25,28,3,4,ncs,,,,,,,Fire_K,3,10,6.3,10.0,4527,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat<1,Long1-10,Fire_K,Seed>2,Poll_abiotic,WL < 1,No,Mam_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Stellaria papillata,Riverina Starwort,ALA,505333,https://id.biodiversity.org.au/node/apni/2889558,Stellaria papillata,Riverina Starwort,Base,3587,OFam2,Plants,Other family,14,0.1,3,9,64.3%,9,64.3%,6,66.67%,2,2,4,0,1,k,,,,,,,Fire_K,3,10,6.3,10.0,131,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stellaria papillata, Stellaria sp. B, Stellaria sp. 2",,,"Riverina Starwort, Rangeland Starwort",Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_abiotic,WL 1-6,No,Mam_ext,,present,Poor,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Stellaria pungens,Prickly Starwort,ALA,503255,https://id.biodiversity.org.au/node/apni/2903553,Stellaria pungens,Prickly Starwort,Base,3588,OFam2,Plants,Other family,11142,0.1,3,5929,53.2%,9409,84.4%,5101,54.21%,6,24,26,0,1,ncs,,,,,,,Fire_NK,5,6.3,6.3,6.3,88219,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stellaria pungens, Stellaria squarrosa",,,"Prickly Knawel, Prickly Starwort",Data,No,Mat<1,Long>500,Fire_NK,Seed>2,Poll_Apis,not,No,Mam_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Caryophyllaceae
Stemodia florulenta,Bluerod,ALA,504742,https://id.biodiversity.org.au/node/apni/2889626,Stemodia florulenta,Blue Rod,Base,3589,OFam3,Plants,Other family,2569,0.1,3,437,17.0%,1841,71.7%,290,15.75%,6,34,22,0,1,ncs,,,,,,,Fire_NK,5,6.3,2.5,6.3,8250,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stemodia florulenta, Morgania floribunda, Morgania glabra var. floribunda",,,"Free-flowering Morgania, Blue Rod, Blue Top, Morgan Flower, Blue-flower",Data,No,Mat1-5,Long10-50,Fire_NK,Seed<2,Poll_Apis,WL 1-6,No,Water,,present,,,,Magnoliopsida,Asteranae,Lamiales,Plantaginaceae
Stemodia glabella,Blue Rod,ALA,504984,https://id.biodiversity.org.au/node/apni/2898270,Stemodia glabella s.s.,Smooth Blue-rod,Base,3590,OFam3,Plants,Other family,867,0.1,3,123,14.2%,656,75.7%,93,14.18%,6,29,23,0,1,k,,,,,,,Fire_NK,5,6.3,2.5,6.3,2466,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stemodia glabella s.s., Morgania glabra var. glabra, Morgania glabra, Stemodia glabella",,,"Blue Rod, Smooth Blue-rod, Morgan Flower",Data,No,Mat1-5,Long10-50,Fire_NK,Seed<2,Poll_Apis,WL 1-6,No,Water,,present,Poor,,,Magnoliopsida,Asteranae,Lamiales,Plantaginaceae
Stenanthemum leucophractum,White Cryptandra,ALA,500878,https://id.biodiversity.org.au/node/apni/2910983,Stenanthemum leucophractum,White Cryptandra,Base,3591,Rhamna,Plants,Rhamnas,1696,0.1,3,479,28.2%,1332,78.5%,363,27.25%,4,13,15,0,1,ncs,,,,,,,Fire_K,3,6.3,1.58,6.3,7923,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Stenanthemum leucophractum, Cryptandra leucophracta",,,,Data,No,Mat1-5,Long1-10,Fire_K,Seed>2,Poll_Apis,not,Yes,insect,,present,,,,Magnoliopsida,Rosanae,Rosales,Rhamnaceae
